minute,outside_temp_c,outside_rh,outside_reference_wind_speed_m_s,outside_local_wind_speed_m_s,outside_wind_direction_deg,outside_co2_ppm,outside_direct_radiation_w_m2,outside_diffuse_radiation_w_m2,inside_temp_c,inside_rh,total_airflow_m3_s,average_airflow_m3_s,heater_gain_w,envelope_loss_w,ventilation_loss_w,damper_power_w,fan_power_w,heater_power_w,damper_resource_rate_per_hour,fan_resource_rate_per_hour,heater_resource_rate_per_hour
98,35,0.8,4,3.48633,270,420,150,50,41.8799,0.340022,0.111917,0.106529,0,-2631.98,-876.743,0,315,0,0,0.315,0
99,35,0.8,4,3.48633,270,420,150,50,41.9322,0.340701,0.111989,0.106583,0,-2651.98,-883.902,0,315,0,0,0.315,0
100,35,0.8,4,3.48633,270,420,150,50,41.983,0.34139,0.112058,0.106637,0,-2671.41,-890.857,0,315,0,0,0.315,0
101,35,0.8,4,3.48633,270,420,150,50,42.0323,0.342089,0.112124,0.106691,0,-2690.28,-897.614,0,315,0,0,0.315,0
102,35,0.8,4,3.48633,270,420,150,50,42.0802,0.342797,0.112189,0.106745,0,-2708.61,-904.179,0,315,0,0,0.315,0
103,35,0.8,4,3.48633,270,420,150,50,42.1268,0.343514,0.11225,0.106797,0,-2726.42,-910.556,0,315,0,0,0.315,0
104,35,0.8,4,3.48633,270,420,150,50,42.172,0.344239,0.11231,0.10685,0,-2743.71,-916.751,0,315,0,0,0.315,0
105,35,0.8,4,3.48633,270,420,150,50,42.2159,0.344972,0.112367,0.106902,0,-2760.51,-922.77,0,315,0,0,0.315,0
106,35,0.8,4,3.48633,270,420,150,50,42.2585,0.345713,0.112422,0.106954,0,-2776.82,-928.617,0,315,0,0,0.315,0
107,35,0.8,4,3.48633,270,420,150,50,42.2999,0.34646,0.112475,0.107005,0,-2792.67,-934.297,0,315,0,0,0.315,0
108,35,0.8,4,3.48633,270,420,150,50,42.3402,0.347215,0.112526,0.107055,0,-2808.06,-939.814,0,315,0,0,0.315,0
109,35,0.8,4,3.48633,270,420,150,50,42.3792,0.347976,0.112576,0.107106,0,-2823,-945.174,0,315,0,0,0.315,0
110,35,0.8,4,3.48633,270,420,150,50,42.4172,0.348743,0.112624,0.107155,0,-2837.52,-950.381,0,315,0,0,0.315,0
111,35,0.8,4,3.48633,270,420,150,50,42.454,0.349515,0.11267,0.107205,0,-2851.62,-955.439,0,315,0,0,0.315,0
112,35,0.8,4,3.48633,270,420,150,50,42.4898,0.350293,0.112714,0.107253,0,-2865.31,-960.352,0,315,0,0,0.315,0
113,35,0.8,4,3.48633,270,420,150,50,42.5246,0.351076,0.112757,0.107302,0,-2878.61,-965.124,0,315,0,0,0.315,0
114,35,0.8,4,3.48633,270,420,150,50,42.5584,0.351863,0.112799,0.107349,0,-2891.53,-969.76,0,315,0,0,0.315,0
115,35,0.8,4,3.48633,270,420,150,50,42.5912,0.352655,0.112839,0.107397,0,-2904.07,-974.263,0,315,0,0,0.315,0
116,35,0.8,4,3.48633,270,420,150,50,42.623,0.35345,0.112877,0.107444,0,-2916.25,-978.637,0,315,0,0,0.315,0
117,35,0.8,4,3.48633,270,420,150,50,42.6539,0.35425,0.112915,0.10749,0,-2928.08,-982.885,0,315,0,0,0.315,0
118,35,0.8,4,3.48633,270,420,150,50,42.684,0.355053,0.112951,0.107536,0,-2939.57,-987.012,0,315,0,0,0.315,0
119,35,0.8,4,3.48633,270,420,150,50,42.7131,0.355859,0.112986,0.107581,0,-2950.73,-991.02,0,315,0,0,0.315,0
120,35,0.8,4,3.48633,270,420,150,50,42.7415,0.356669,0.11302,0.107626,0,-2961.57,-994.913,0,315,0,0,0.315,0
121,35,0.8,4,3.48633,270,420,150,50,42.769,0.357481,0.113052,0.107671,0,-2972.09,-998.694,0,315,0,0,0.315,0
122,35,0.8,4,3.48633,270,420,150,50,42.7957,0.358295,0.113084,0.107715,0,-2982.31,-1002.37,0,315,0,0,0.315,0
123,35,0.8,4,3.48633,270,420,150,50,42.8216,0.359112,0.113115,0.107758,0,-2992.24,-1005.93,0,315,0,0,0.315,0
124,35,0.8,4,3.48633,270,420,150,50,42.8468,0.35993,0.113144,0.107801,0,-3001.88,-1009.4,0,315,0,0,0.315,0
125,35,0.8,4,3.48633,270,420,150,50,42.8713,0.360751,0.113173,0.107844,0,-3011.24,-1012.76,0,315,0,0,0.315,0
126,35,0.8,4,3.48633,270,420,150,50,42.8951,0.361573,0.113201,0.107886,0,-3020.33,-1016.03,0,315,0,0,0.315,0
127,35,0.8,4,3.48633,270,420,150,50,42.9181,0.362396,0.113227,0.107928,0,-3029.16,-1019.21,0,315,0,0,0.315,0
128,35,0.8,4,3.48633,270,420,150,50,42.9405,0.363221,0.113253,0.107969,0,-3037.73,-1022.29,0,315,0,0,0.315,0
129,35,0.8,4,3.48633,270,420,150,50,42.9623,0.364046,0.113278,0.10801,0,-3046.06,-1025.28,0,315,0,0,0.315,0
130,35,0.8,4,3.48633,270,420,150,50,42.9834,0.364873,0.113303,0.10805,0,-3054.14,-1028.19,0,315,0,0,0.315,0
131,35,0.8,4,3.48633,270,420,150,50,43.004,0.3657,0.113326,0.10809,0,-3061.99,-1031.02,0,315,0,0,0.315,0
132,35,0.8,4,3.48633,270,420,150,50,43.0239,0.366527,0.113349,0.10813,0,-3069.62,-1033.76,0,315,0,0,0.315,0
133,35,0.8,4,3.48633,270,420,150,50,43.0432,0.367354,0.113371,0.108169,0,-3077.02,-1036.42,0,315,0,0,0.315,0
134,35,0.8,4,3.48633,270,420,150,50,43.062,0.368182,0.113393,0.108208,0,-3084.21,-1039.01,0,315,0,0,0.315,0
135,35,0.8,4,3.48633,270,420,150,50,43.0803,0.36901,0.113413,0.108246,0,-3091.19,-1041.52,0,315,0,0,0.315,0
136,35,0.8,4,3.48633,270,420,150,50,43.098,0.369837,0.113433,0.108284,0,-3097.97,-1043.96,0,315,0,0,0.315,0
137,35,0.8,4,3.48633,270,420,150,50,43.1152,0.370664,0.113453,0.108321,0,-3104.55,-1046.33,0,315,0,0,0.315,0
138,35,0.8,4,3.48633,270,420,150,50,43.1319,0.37149,0.113472,0.108358,0,-3110.95,-1048.63,0,315,0,0,0.315,0
139,35,0.8,4,3.48633,270,420,150,50,43.1481,0.372316,0.11349,0.108395,0,-3117.15,-1050.87,0,315,0,0,0.315,0
140,35,0.8,4,3.48633,270,420,150,50,43.1639,0.373141,0.113508,0.108431,0,-3123.18,-1053.04,0,315,0,0,0.315,0
141,35,0.8,4,3.48633,270,420,150,50,43.1792,0.373965,0.113525,0.108467,0,-3129.03,-1055.15,0,315,0,0,0.315,0
142,35,0.8,4,3.48633,270,420,150,50,43.1941,0.374788,0.113541,0.108503,0,-3134.72,-1057.19,0,315,0,0,0.315,0
143,35,0.8,4,3.48633,270,420,150,50,43.2085,0.37561,0.113557,0.108538,0,-3140.24,-1059.18,0,315,0,0,0.315,0
144,35,0.8,4,3.48633,270,420,150,50,43.2225,0.37643,0.113573,0.108572,0,-3145.6,-1061.11,0,315,0,0,0.315,0
145,35,0.8,4,3.48633,270,420,150,50,43.2361,0.37725,0.113588,0.108607,0,-3150.8,-1062.99,0,315,0,0,0.315,0
146,35,0.8,4,3.48633,270,420,150,50,43.2493,0.378067,0.113603,0.108641,0,-3155.86,-1064.81,0,315,0,0,0.315,0
147,35,0.8,4,3.48633,270,420,150,50,43.2621,0.378883,0.113617,0.108674,0,-3160.76,-1066.57,0,315,0,0,0.315,0
148,35,0.8,4,3.48633,270,420,150,50,43.2746,0.379697,0.113631,0.108708,0,-3165.53,-1068.29,0,315,0,0,0.315,0
149,35,0.8,4,3.48633,270,420,150,50,43.2867,0.38051,0.113644,0.108741,0,-3170.16,-1069.96,0,315,0,0,0.315,0
150,35,0.8,4,3.48633,270,420,150,50,43.2984,0.38132,0.113657,0.108773,0,-3174.65,-1071.58,0,315,0,0,0.315,0
151,35,0.8,4,3.48633,270,420,150,50,43.3098,0.382129,0.11367,0.108805,0,-3179.01,-1073.15,0,315,0,0,0.315,0
152,35,0.8,4,3.48633,270,420,150,50,43.3209,0.382935,0.113682,0.108837,0,-3183.25,-1074.68,0,315,0,0,0.315,0
153,35,0.8,4,3.48633,270,420,150,50,43.3317,0.38374,0.113693,0.108869,0,-3187.36,-1076.16,0,315,0,0,0.315,0
154,35,0.8,4,3.48633,270,420,150,50,43.3421,0.384542,0.113705,0.1089,0,-3191.36,-1077.6,0,315,0,0,0.315,0
155,35,0.8,4,3.48633,270,420,150,50,43.3523,0.385341,0.113716,0.108931,0,-3195.24,-1079,0,315,0,0,0.315,0
156,35,0.8,4,3.48633,270,420,150,50,43.3621,0.386138,0.113727,0.108961,0,-3199,-1080.35,0,315,0,0,0.315,0
157,35,0.8,4,3.48633,270,420,150,50,43.3717,0.386933,0.113737,0.108992,0,-3202.66,-1081.67,0,315,0,0,0.315,0
158,35,0.8,4,3.48633,270,420,150,50,43.3809,0.387725,0.113747,0.109021,0,-3206.21,-1082.95,0,315,0,0,0.315,0
159,35,0.8,4,3.48633,270,420,150,50,43.39,0.388515,0.113757,0.109051,0,-3209.66,-1084.19,0,315,0,0,0.315,0
160,35,0.8,4,3.48633,270,420,150,50,43.3987,0.389302,0.113767,0.10908,0,-3213.01,-1085.4,0,315,0,0,0.315,0
161,35,0.8,4,3.48633,270,420,150,50,43.4072,0.390086,0.113776,0.109109,0,-3216.26,-1086.57,0,315,0,0,0.315,0
162,35,0.8,4,3.48633,270,420,150,50,43.4155,0.390867,0.113785,0.109138,0,-3219.42,-1087.71,0,315,0,0,0.315,0
163,35,0.8,4,3.48633,270,420,150,50,43.4235,0.391646,0.113794,0.109166,0,-3222.48,-1088.82,0,315,0,0,0.315,0
164,35,0.8,4,3.48633,270,420,150,50,43.4312,0.392421,0.113802,0.109195,0,-3225.46,-1089.89,0,315,0,0,0.315,0
165,35,0.8,4,3.48633,270,420,150,50,43.4388,0.393194,0.11381,0.109222,0,-3228.35,-1090.93,0,315,0,0,0.315,0
166,35,0.8,4,3.48633,270,420,150,50,43.4461,0.393963,0.113818,0.10925,0,-3231.15,-1091.94,0,315,0,0,0.315,0
167,35,0.8,4,3.48633,270,420,150,50,43.4533,0.394729,0.113826,0.109277,0,-3233.88,-1092.93,0,315,0,0,0.315,0
168,35,0.8,4,3.48633,270,420,150,50,43.4602,0.395493,0.113833,0.109304,0,-3236.52,-1093.88,0,315,0,0,0.315,0
169,35,0.8,4,3.48633,270,420,150,50,43.4669,0.396253,0.11384,0.109331,0,-3239.09,-1094.81,0,315,0,0,0.315,0
170,35,0.8,4,3.48633,270,420,150,50,43.4734,0.39701,0.113847,0.109357,0,-3241.59,-1095.71,0,315,0,0,0.315,0
171,35,0.8,4,3.48633,270,420,150,50,43.4797,0.397763,0.113854,0.109383,0,-3244.01,-1096.58,0,315,0,0,0.315,0
172,35,0.8,4,3.48633,270,420,150,50,43.4859,0.398514,0.113861,0.109409,0,-3246.36,-1097.43,0,315,0,0,0.315,0
173,35,0.8,4,3.48633,270,420,150,50,43.4919,0.399261,0.113867,0.109435,0,-3248.65,-1098.25,0,315,0,0,0.315,0
174,35,0.8,4,3.48633,270,420,150,50,43.4977,0.400005,0.113874,0.10946,0,-3250.86,-1099.05,0,315,0,0,0.315,0
175,35,0.8,4,3.48633,270,420,150,50,43.5033,0.400745,0.11388,0.109485,0,-3253.02,-1099.83,0,315,0,0,0.315,0
176,35,0.8,4,3.48633,270,420,150,50,43.5087,0.401482,0.113885,0.10951,0,-3255.11,-1100.58,0,315,0,0,0.315,0
177,35,0.8,4,3.48633,270,420,150,50,43.5141,0.402215,0.113891,0.109535,0,-3257.14,-1101.31,0,315,0,0,0.315,0
178,35,0.8,4,3.48633,270,420,150,50,43.5192,0.402945,0.113897,0.109559,0,-3259.11,-1102.02,0,315,0,0,0.315,0
179,35,0.8,4,3.48633,270,420,150,50,43.5242,0.403672,0.113902,0.109583,0,-3261.02,-1102.72,0,315,0,0,0.315,0
180,35,0.8,4,3.48633,270,420,150,50,43.5291,0.404395,0.113907,0.109607,0,-3262.88,-1103.39,0,315,0,0,0.315,0
181,35,0.8,4,3.48633,270,420,150,50,43.5338,0.405114,0.113912,0.109631,0,-3264.68,-1104.04,0,315,0,0,0.315,0
182,35,0.8,4,3.48633,270,420,150,50,43.5384,0.40583,0.113917,0.109654,0,-3266.43,-1104.67,0,315,0,0,0.315,0
183,35,0.8,4,3.48633,270,420,150,50,43.5428,0.406542,0.113922,0.109677,0,-3268.14,-1105.28,0,315,0,0,0.315,0
184,35,0.8,4,3.48633,270,420,150,50,43.5471,0.407251,0.113926,0.1097,0,-3269.79,-1105.88,0,315,0,0,0.315,0
185,35,0.8,4,3.48633,270,420,150,50,43.5513,0.407956,0.113931,0.109723,0,-3271.39,-1106.46,0,315,0,0,0.315,0
186,35,0.8,4,3.48633,270,420,150,50,43.5554,0.408657,0.113935,0.109746,0,-3272.95,-1107.02,0,315,0,0,0.315,0
187,35,0.8,4,3.48633,270,420,150,50,43.5593,0.409355,0.113939,0.109768,0,-3274.46,-1107.56,0,315,0,0,0.315,0
188,35,0.8,4,3.48633,270,420,150,50,43.5632,0.410049,0.113944,0.10979,0,-3275.93,-1108.09,0,315,0,0,0.315,0
189,35,0.8,4,3.48633,270,420,150,50,43.5669,0.410739,0.113948,0.109812,0,-3277.35,-1108.61,0,315,0,0,0.315,0
190,35,0.8,4,3.48633,270,420,150,50,43.5705,0.411426,0.113951,0.109834,0,-3278.74,-1109.11,0,315,0,0,0.315,0
191,35,0.8,4,3.48633,270,420,150,50,43.574,0.412109,0.113955,0.109855,0,-3280.08,-1109.59,0,315,0,0,0.315,0
192,35,0.8,4,3.48633,270,420,150,50,43.5774,0.412788,0.113959,0.109876,0,-3281.39,-1110.06,0,315,0,0,0.315,0
193,35,0.8,4,3.48633,270,420,150,50,43.5808,0.413464,0.113962,0.109897,0,-3282.65,-1110.52,0,315,0,0,0.315,0
194,35,0.8,4,3.48633,270,420,150,50,43.584,0.414136,0.113966,0.109918,0,-3283.88,-1110.96,0,315,0,0,0.315,0
195,35,0.8,4,3.48633,270,420,150,50,43.5871,0.414804,0.113969,0.109939,0,-3285.08,-1111.39,0,315,0,0,0.315,0
196,35,0.8,4,3.48633,270,420,150,50,43.5901,0.415468,0.113972,0.109959,0,-3286.24,-1111.81,0,315,0,0,0.315,0
197,35,0.8,4,3.48633,270,420,150,50,43.5931,0.416128,0.113975,0.10998,0,-3287.36,-1112.22,0,315,0,0,0.315,0
198,35,0.8,4,3.48633,270,420,150,50,43.5959,0.416785,0.113978,0.11,0,-3288.46,-1112.61,0,315,0,0,0.315,0
199,35,0.8,4,3.48633,270,420,150,50,43.5987,0.417438,0.113981,0.11002,0,-3289.52,-1113,0,315,0,0,0.315,0
200,35,0.8,4,3.48633,270,420,150,50,43.6014,0.418088,0.113984,0.110039,0,-3290.55,-1113.37,0,315,0,0,0.315,0
201,35,0.8,4,3.48633,270,420,150,50,43.604,0.418733,0.113987,0.110059,0,-3291.55,-1113.73,0,315,0,0,0.315,0
202,35,0.8,4,3.48633,270,420,150,50,43.6065,0.419375,0.11399,0.110078,0,-3292.52,-1114.08,0,315,0,0,0.315,0
203,35,0.8,4,3.48633,270,420,150,50,43.609,0.420013,0.113992,0.110097,0,-3293.46,-1114.42,0,315,0,0,0.315,0
204,35,0.8,4,3.48633,270,420,150,50,43.6114,0.420647,0.113995,0.110116,0,-3294.38,-1114.75,0,315,0,0,0.315,0
205,35,0.8,4,3.48633,270,420,150,50,43.6137,0.421277,0.113997,0.110135,0,-3295.27,-1115.07,0,315,0,0,0.315,0
206,35,0.8,4,3.48633,270,420,150,50,43.616,0.421904,0.114,0.110154,0,-3296.13,-1115.38,0,315,0,0,0.315,0
207,35,0.8,4,3.48633,270,420,150,50,43.6182,0.422527,0.114002,0.110172,0,-3296.97,-1115.69,0,315,0,0,0.315,0
208,35,0.8,4,3.48633,270,420,150,50,43.6203,0.423146,0.114004,0.110191,0,-3297.79,-1115.98,0,315,0,0,0.315,0
209,35,0.8,4,3.48633,270,420,150,50,43.6224,0.423762,0.114006,0.110209,0,-3298.58,-1116.27,0,315,0,0,0.315,0
210,35,0.8,4,3.48633,270,420,150,50,43.6244,0.424373,0.114009,0.110227,0,-3299.34,-1116.54,0,315,0,0,0.315,0
211,35,0.8,4,3.48633,270,420,150,50,43.6263,0.424981,0.114011,0.110245,0,-3300.09,-1116.81,0,315,0,0,0.315,0
